target,VOO,VTI,QQQ,DVY,date,target_ticker
0.0175535990703754,0.0028892883948947,0.0028160817447271,0.0022669713793161,0.0101686652107608,2025-02-18,XOM
0.0014527298256405,0.0024185686853643,0.0014205711200008,0.0002781474969328,0.0045226522178059,2025-02-19,XOM
0.0154124832385043,-0.0042045792556693,-0.0053774244822824,-0.0042445858904173,-0.0029047210498258,2025-02-20,XOM
-0.0116964067731585,-0.0170140530922141,-0.0184748316264515,-0.0207545442068917,-0.0045152947943425,2025-02-21,XOM
0.0052398065666967,-0.0047303767132985,-0.0051027632370452,-0.0118043297044595,0.0021215398416363,2025-02-24,XOM
-0.0138401485808687,-0.0049714852880535,-0.0049590415981711,-0.0125992803094786,0.0006571149035419,2025-02-25,XOM
-0.0024606239332979,0.0006222925498813,0.0003412718271773,0.0024156281007605,-0.0013132554530659,2025-02-26,XOM
0.0063036949312758,-0.0160585812471422,-0.0154921624857773,-0.0277713164892781,-0.0033604113954139,2025-02-27,XOM
0.0107126671704906,0.015539987066178,0.0154240114340162,0.0157915217533599,0.0122408086006651,2025-02-28,XOM
-0.0320668250795662,-0.0172240841347365,-0.01792053574935,-0.0218824907824809,-0.0047068003370412,2025-03-03,XOM
-0.0020415851553622,-0.0120501581409899,-0.0124778299138462,-0.0030178051239079,-0.0271371102972349,2025-03-04,XOM
-0.0195276032754606,0.0112169140731568,0.0113684747354576,0.0130360652442496,0.0008973610237219,2025-03-05,XOM
0.0206752679694524,-0.0181395247223093,-0.0185835957002448,-0.0275094067647002,-0.0064255875215388,2025-03-06,XOM
0.0130086773904012,0.0053924221004126,0.0047160970398567,0.0073535359445426,0.0099263601039911,2025-03-07,XOM
0.0254999678434517,-0.0264395379535823,-0.0272464223917643,-0.0387563741178623,-0.0067759020210793,2025-03-10,XOM
-0.0236135896027324,-0.0082054875874306,-0.0070023681517034,-0.0023903810981976,-0.0127445607318453,2025-03-11,XOM
-0.0002748846435026,0.0048505926151019,0.00493261022132,0.0112807617798271,-0.005619298955464,2025-03-12,XOM
-0.0042151479524411,-0.0130606155502787,-0.01403437954195,-0.0179904739752421,-0.0025200598605978,2025-03-13,XOM
0.0297230460233561,0.0205305875757912,0.0214248754167498,0.0241704902693209,0.0195223024581348,2025-03-14,XOM
0.0166219891419876,0.0076333455806247,0.0082674776188995,0.006483728740813,0.0100622989886254,2025-03-17,XOM
